label	text
NEGATIVE	The higher abundance of Prevotella melaninogenica, Fusobacterium sp., Veillonella parvula, Porphyromonas endodontalis, Prevotella pallens, Dialister, Streptococcus anginosus, Prevotella nigrescens, Campylobacter ureolyticus, Prevotella nanceiensis, Peptostreptococcus anaerobius and significant elevation of IL-8, IL-6, TNF-α, GM-CSF, and IFN-γ in the saliva of patients having OSCC.
NEGATIVE	Papulopustular rosacea was enriched in Campylobacter ureolyticus (p = 0.001), Corynebacterium kroppenstedtii (p = 0.008), and the oral flora Prevotella intermedia (p = 0.001).
NEGATIVE	We aimed to analyze the strain-by-strain expression of a large panel of antimicrobial activities counteracting the virulence mechanisms of bacterial vaginosis-associated Prevotella bivia CI-1 and Gardnerella vaginalis 594, pyelonephritis-associated Escherichia coli CFT073, and recurrent cystitis- and preterm labor-associated IH11128 E. coli by Lactobacillus gasseri and Lactobacillus crispatus clinical strains, and L. gasseri ATCC 9857 and KS 120.1,  and L. crispatus CTV-05 strains isolated from the cervicovaginal microbiota of healthy women.
NEGATIVE	Isolates produced  significant amount of Indole-3-acetic acid (IAA) (Enterobacter hormaechei BHUJPCS-15; 58.91 μg/ml), solubilised phosphate (Bacillus subtilis BHUJPCS-24; 999.85 μg/ml) and potassium, ammonia (Bacillus subtilis BHUJPCS-12; 148.73 μg/ml), and also inhibited the growth of chickpea pathogen (Pseudomonas aeruginosa BHUJPCS-7 against Fusarium oxysporum f.sp.
NEGATIVE	Due to long-term exposure to various metals, the relative abundances of Lachnospiraceae, Eubacterium eligens, Ruminococcaceae UGG-014, Erysipelotrichaceae UCG-003, Tyzzerella 3, Bacteroides,  Slackia, italics, and Roseburia were found to become much higher, whereas the abundance of Prevotella 9 presented an opposite trend.
NEGATIVE	The structure has been compared with those of homologous enzymes from Geobacillus stearothermophilus (GsADH), Escherichia coli (EcADH), and Thermus sp.
NEGATIVE	The vast majority of the recovered isolates (94.9%, n = 448/472) was represented by E. coli (39.4%), the A. calcoaceticus-A.
NEGATIVE	On the basis of 16S rRNA gene sequence similarities, the type strains of Weissella oryzae (99.2 %), Weissella confusa (97.8 %), Weissella cibaria (97.6 %) and Weissella soli (97.3 %) were the closest neighbours to strain 8 H-2T.
NEGATIVE	Results: The patient group with high-risk cystic tumors (HGD and/or associated invasive cancer) shows ample circulating IgG reactivity to Fusobacterium nucleatum (F. nucleatum) but not to Granulicatella adiacens (G. adiacens), which  is independent of the salivary bacteria DNA levels.
NEGATIVE	Directed Evolution of Pseudomonas fluorescens Lipase Variants With Improved Thermostability Using Error-Prone PCR.
NEGATIVE	In this study, we obtained an improve variant of Pseudomonas fluorescens lipase (PFL) with enhanced thermostability using classical error-prone PCR.
NEGATIVE	m3, Bacteroides clarus, and Clostridium hathewayi were quantified by quantitative PCR.
NEGATIVE	Sequencing of 16 S rRNA gene and comparative analysis confirmed the taxonomic affiliation of AP6 with Bacillus licheniformis and PB5 with Pseudomonas plecoglossicida.
NEGATIVE	Of the total 313 reports, 103 analyzed enterobacteria: 74 were of Klebsiella pneumoniae, 11 of Proteus mirabilis, 7 of Enterobacter cloacae, and 11 of other enterobacteria; and 61 corresponded to bla  NDM , 39 to bla KPC, and 3 to bla IMP .
NEGATIVE	Clinical studies suggested that the gut microbial composition of patients with Alzheimer's disease is different, in particular to lower abundances of Eubacterium rectale and Bacteroides fragilis, which have an anti-inflammatory activity.
NEGATIVE	As a result, a variety of species  were isolated from the raw tea leaves, and Lactobacillus pentosus was isolated most frequently after anaerobic fermentation.
NEGATIVE	Our results suggest that the microbial flora mainly composed of L. pentosus is important in the anaerobic fermentation process for flavor formation of Awa-bancha.
POSITIVE	is genetically related to Serratia marcescens and Serratia nematodiphila.
POSITIVE	AE2015,  Ruminococcus albus, Cellulosilyticum ruminicola and Clostridium cellulovorans on  SBA-15 and their ability to synthesize butyl ferulate (BFA).
NEGATIVE	The goal of the present study was to investigate the effect of an obligate halophilic bacterial strain on Pseudomonas aeruginosa and Staphylococcus aureus,  due to its halo-tolerant substances and enzymes.
POSITIVE	The effects of these fractions were studied on biofilm formation in P. aeruginosa and S. aureus as well as on pyocyanin production in P. aeruginosa.
NEGATIVE	RESULTS: The crude supernatant extract, MMS fraction, from H. karajensis was effective for the biofilm reduction in S. aureus (74%) and P. aeruginosa (27%).
NEGATIVE	Also, halide crystals and branched fatty acids, 12methyl-tetradecanoic acid, in the other fractions decreased the biofilm by 18%  in S. aureus.
NEGATIVE	Isolation, identification and characterisation of an emerging fish pathogen, Acinetobacter pittii, from diseased loach (Misgurnus anguillicaudatus) in China.
NEGATIVE	Based on sequence analyses of 16S rRNA and rpoB genes, the isolates were identified as Acinetobacter pittii.
NEGATIVE	The results of artificial infection in zebrafish (Barchydanio rerio) and nematode (Caenorhabditis elegans) suggested that, as well as loach, these A. pittii isolates are pathogenic and highly virulent to these organisms.
NEGATIVE	This is the first report demonstrating that A. pittii is an emerging causal agent of mass mortality in loach and poses significant risks to fish culturing besides causing human clinical infection worldwide.
NEGATIVE	Of the 1,361 unique episodes of bacteraemia investigated, 95.2% were caused by either E. faecalis (51.4%) or E. faecium (43.8%).
NEGATIVE	Ampicillin resistance was not detected in E. faecalis but was detected in 91.1% of E. faecium.
NEGATIVE	Vancomycin non-susceptibility was detected in 0.1% of E. faecalis and in 41.8% of E. faecium.
NEGATIVE	Dextranium, Pediococcus acidilactici, Pediococcus pentosaceus and Streptococcus lutetiensis.
POSITIVE	The Lactobacillus genus levels were increased  by 3FN fermentation and B. breve by GNB and 3FN.
NEGATIVE	Synergistic antimicrobial activity of oregano and thyme thymol essential oils against Leuconostoc citreum in a laboratory medium and tomato juice.
NEGATIVE	This study was done to identify combinations of essential oils (EOs) that elicit  synergistic antimicrobial effects against Leuconostoc citreum, a spoilage bacterium in vegetable and fruit juices.
NEGATIVE	Twenty-four EOs were tested for antimicrobial activity against L. citreum using an agar well diffusion assay.
NEGATIVE	This combination also had a synergistic antimicrobial activity against L. citreum in tomato juice.
POSITIVE	An initial population of L. citreum in tomato juice (5.3 log CFU/mL) increased to ≥ 8.6 log CFU/mL within 48 h at 15 °C and 24 h at 25 °C.
NEGATIVE	However, in the presence of both EOs (0.156 μL/mL in total), populations  of L. citreum were significantly lower (5.7-6.5 log CFU/mL) (P ≤ 0.05).
POSITIVE	We rationally create dual UTRs with a wide range of  expression profiles and demonstrate the functionality of the novel design concept in Escherichia coli and Pseudomonas putida using different promoter systems and coding sequences.
NEGATIVE	Antagonistic activity by Stenotrophomonas maltophilia strain GCC_19W2, P. aeruginosa strain GCC_19W3 and strains of Achromobacter restricts the growth of other microorganisms by producing some bactericidal substances.
POSITIVE	The essential oils of the ripe and unripe fruits showed the strongest antibacterial activity against the anaerobic bacteria Prevotella nigrescens (MIC = 50 µg/mL).
NEGATIVE	The results revealed an increased incidence of potentially harmful bacteria, closely related to Clostridium species, in the NDD patient group compared to the Control group: Desulfotomaculum guttoideum (P < 0.01), Intestinibacter bartlettii (P < 0.05), and Romboutsia ilealis (P < 0.001).
NEGATIVE	Maize seeds of two different varieties, i.e., SWL-2002 (drought tolerant) and CZP-2001  (drought sensitive), were soaked for 4 h prior to sowing in 24-h old culture of Planomicrobium chinense strain P1 (accession no.
NEGATIVE	Isolation, characterization and cytoprotective effects against UV radiation of exopolysaccharide produced from Paenibacillus polymyxa PYQ1.
POSITIVE	A novel exopolysaccharide (EPS) from Paenibacillus polymyxa PYQ1 was extracted, well purified and characterized.
NEGATIVE	Quantification of Human Oral and Fecal Streptococcus parasanguinis by Use of Quantitative Real-Time PCR Targeting the groEL Gene.
NEGATIVE	Two pairs of species-specific PCR primers targeting the housekeeping groEL gene,  Spa146f-Spa525r and Spa93f-Spa525r, were designed to quantify human oral and fecal Streptococcus parasanguinis.
NEGATIVE	Blast analysis against reference sequences of  NCBI nucleotide collection database and the Chaperonin Sequence Database showed the forward primers Spa146f and Spa93f 100% matched only with S. parasanguinis, and the in silico Simulated PCR algorithm showed both primer pairs hit only S. parasanguinis groEL gene in Chaperonin Sequence Database.
NEGATIVE	The phylogenetic analysis showed cloned sequences were all affiliated to S. parasanguinis, which further validates the specificity of two primer pairs, and that individual subjects harbored multiple genotypes of S. parasanguinis in saliva.
NEGATIVE	By spiking S. parasanguinis into human fecal samples, we found the quantification limit of quantitative real-time PCR (qPCR) assays for both primer  pairs was 5-6 log10 groEL copies/g feces.
POSITIVE	Human fecal S. parasanguinis amounts quantified with qPCR using each of the two primer pairs correlated well with those determined with metagenomic sequencing.
NEGATIVE	qPCR with either primer pair showed periodontitis patients had significantly lower level of saliva S. parasanguinis than healthy people.
POSITIVE	In both feces and saliva, the S. parasanguinis abundances quantified with two primer pairs exhibited strong and significant correlation.
NEGATIVE	Our results show that the two S. parasanguinis-specific primer pairs can be used  to quantify and profile human saliva and fecal S. parasanguinis.
NEGATIVE	Paradoxical High-Level Spiramycin Resistance and Erythromycin Susceptibility due  to 23S rRNA Mutation in Streptococcus constellatus.
NEGATIVE	Results: The clinical isolate UCN96 was unambiguously identified as Streptococcus constellatus.
NEGATIVE	This review focuses on the microbiota impact in inflammatory bowel disease, gastric cancer, colorectal cancer, nonalcoholic fatty liver disease (NAFLD), irritable bowel syndrome (IBS), and Clostridium difficile infection (CDI).
NEGATIVE	Esta revisão foca-se no impacto da  microbiota na Doença Inflamatória Intestinal, Cancros gástrico e colorretal, Fígado Gordo Não-Alcoólico (FGNA), Síndroma do Intestino Irritável (SII) e Infeção por Clostridium difficile (ICD).
NEGATIVE	O transplante fecal é um tratamento com eficácia estabelecida na infeção recorrente por C. difficile, reunindo um crescente interesse na sua aplicado em outras doenças relacionadas com disbiose.
NEGATIVE	The most abundant lung-enriched bacterial species were Veillonella dispar and Veillonella atypica while the most abundant mouth-associated bacterial species were Streptococcus infantis and Streptococcus mitis.
NEGATIVE	Fatal Necrotizing Soft-Tissue Infection Caused by Clostridium tetani in an Injecting Drug User: A Case Report.
NEGATIVE	The aim of this brief report is to raise awareness of necrotizing soft-tissue infections caused by Clostridium tetani in intravenous drug users, highlight the  potentially unique dangers of this infection in this specific patient population, and outline the course of treatment currently considered the standard of care.
NEGATIVE	Twenty  Corynebacterium strains were isolated and identified as Corynebacterium striatum  (n = 7), Corynebacterium amycolatum (n = 7), C. urealyticum (n = 3), Corynebacterium afermentans (n = 2), and Corynebacterium pseudodiphtheriticum (n  = 1).
NEGATIVE	Infective vegetative endocarditis of the mitral, aortic, and pulmonary valves due to Enterococcus hirae in a cat with a ventricular septal defect.
NEGATIVE	Antemortem blood culture and postmortem valve biopsy confirmed bacterial endocarditis with Enterococcus hirae as etiological agent.
NEGATIVE	To the authors' best knowledge, this case report is the first to describe an infective endocarditis with vegetative lesions on three cardiac valves associated with a ventricular septal defect in a cat, and Enterococcus hirae as causative agent for endocarditis in small animals.
NEGATIVE	Molecular Detection of <i>gyrA</i> Gene in <i>Salmonella enterica</i> serovar Typhi Isolated from Typhoid Patients in Baghdad.
NEGATIVE	BACKGROUND AND OBJECTIVE: Typhoid fever is endemic in most countries, causing major public health problems with high morbidity and mortality, the resistance of Salmonella enterica serovar Typhi (S. Typhi) towards antimicrobials is recently increased.
NEGATIVE	MATERIALS AND METHODS: Twenty Salmonella enterica serovar Typhi isolates were obtained from the Teaching laboratories of the medical city in Baghdad, the isolates were obtained from blood specimens from typhoid patients.
NEGATIVE	Colonies of Salmonella enterica serovar Typhi appeared on CHROM agar and Xylose Lysine Deoxycholate Agar (XLD) as light mauve to mauve-colored and as red with black center colonies, respectively.
NEGATIVE	The 16S rRNA gene sequences of the strains showed the highest  identity to Microbacterium saccharophilum K-1T (98.0 and 97.9 % similarity, respectively).
POSITIVE	Additionally, we found that there is a synergistic effect between BcChiA1 and a lytic polysaccharide monooxygenase from Bacillus atrophaeus (BatLPMO10), which increased the chitin processing efficiency by 50% after combining the two enzymes.
POSITIVE	Further, we identified five taxa which showed more than two log-fold changes with maximum proportion >0.002, including Ruminococcus gnavus, Lachnospiraceae anaerosporobacter, Lachnospiraceae NK4B4 group, Lachnospiraceae UCG-004, and Ruminococcus gauvreauii.
POSITIVE	First, the amount of the key intermediate 2-keto-3-deoxy-xylonate as described previously was successfully reduced in 41 % by multiple integration of Lactococcus lactis 2-ketoacid decarboxylase gene kdcA into the yeast genome.
NEGATIVE	Plaque levels of 28 microbial species, especially those of Aggregatibacter actinomycetemcomitans, Porphyromonas gingivalis, Porphyromonas endodontalis, Prevotella intermedia, and Tannerella forsythia, and  serum and salivary levels of IgA and IgG against these five species were determined.
NEGATIVE	Genome-Assisted Characterization of Lactobacillus fermentum, Weissella cibaria, and Weissella confusa Strains Isolated from Sorghum as Starters for Sourdough Fermentation.
NEGATIVE	Three isolates of Lactobacillus fermentum, Weissella cibaria, and Weissella confusa were selected for the following properties: exopolysaccharide synthesis,  acidification, CO2 production, and amylase activity.
NEGATIVE	The bacterial species present in the largest number in the residual cracks were Prevotella melaninogenica, Prevotella nigrescens, and Streptococcus mitis.
NEGATIVE	Mycobacterium tuberculosis and Pseudoramibacter alactolyticus coinfection in brain after dental extraction: A case report.
NEGATIVE	However, there are limited data available about the Pseudoramibacter alactolyticus (P alactolyticus) or Mycobacterium tuberculosis (MTB) intracranial infections oral origin.
NEGATIVE	Mycobacterium fortuitum is a predominant causative agent of postsurgical wound infection, especially in breast surgery.
NEGATIVE	Peri-prosthetic infection due to Mycobacterium fortuitum are uncommon, but increasingly reported.
NEGATIVE	Out of the four Lactobacillus isolates adjudged to be most promising as probiotics, three were Lactobacillus fermentum strains and one was a strain of Lactobacillus  oris.
NEGATIVE	All six compounds were evaluated for their inhibitory activity against neuraminidase (NA) from Clostridium perfringens.
NEGATIVE	Growth of Porphyromonas gingivalis, Tannerella forsythia, Prevotella intermedia/nigrescens, Parvimonas micra, Fusobacterium nucleatum, Streptococcus constellatus, or Campylobacter rectus on antibiotic-supplemented plates indicated their in vitro antibiotic resistance.
NEGATIVE	Tinidazole inhibited all test species, except P. intermedia/nigrescens, P. micra, and S. constellatus in 3.8%, 10.2%, and 88.9% of species-positive patients, respectively.
NEGATIVE	The population growth and feeding preferences of D. pteronyssinus and D. farinae with respect to microorganisms indicate that D. farinae can develop on a diet with bacterial (Staphylococcus nepalensis and Staphylococcus kloosii) additions, whereas D. pteronyssinus was successful on a diet with fungal (Aspergillus jensenii and Aspergillus ruber) additions.
NEGATIVE	Last, we reconstructed the synthetic microbial community with five strains (Aspergillus oryzae, Bacillus subtilis, Staphylococcus gallinarum, Weissella confusa, and Zygosaccharomyces rouxii) under different salinities and realized efficient fermentation of broad bean paste for 6 weeks in a sterile environment with 6% salinity.
NEGATIVE	A. baumannii arose from the Acinetobacter calcoaceticus-A.
NEGATIVE	Strains were constructed which simultaneously expressed a (R)-specific oxynitrilase (hydroxynitrile lyase) from the plant Arabidopsis thaliana together with the arylacetonitrilase from the bacterium Pseudomonas fluorescens EBC191.
NEGATIVE	The strain showing maximum  NHase activity in quantitative assay was identified as Rhodococcus rhodochrous.
POSITIVE	The phytase activity of LAB, which increases mineral bioavailability, was  observed to be highest in Lactobacillus plantarum, Pediococcus pentosaceus, and Leuconostoc mesenteroides.
NEGATIVE	However, the methanolic fraction obtained by reversed solid phase cartridge, showed antibacterial activity against Escherichia coli (MIC = 9.37 mg/mL), Proteus mirabilis (MIC = 4.68 mg/mL), Salmonella typhimurium (MIC = 7.06 mg/mL), Micrococcus luteus (MIC = 7.03 mg/mL), and Bacillus cereus (MIC = 2.34 mg/mL).
NEGATIVE	The antimicrobial activity of the obtained materials against Prevotella bivia and Parabacteroides distasonis was studied.
NEGATIVE	In this study, the minimum inhibitory concentration of 16 antibiotics to 15 isolates from the human vagina, identified as Enterococcus faecalis, Streptococcus anginosus, and Streptococcus salivarius, was determined.
NEGATIVE	PCR reactions identified tet(M) in all tetracycline-resistant E. faecalis isolates, while both tet(M) and tet(L) were found in tetracycline-resistant S. anginosus isolates.
NEGATIVE	Under the assayed conditions, neither tet(L) nor tet(M) from either E. faecalis or S. anginosus was transferred by conjugation to recipient strains of E. faecalis, Lactococcus lactis, or Lactobacillus plantarum.
NEGATIVE	Nonetheless, the tet(L) gene from S. anginosus VA01-10AN was amplified by PCR, and cloned and expressed in Escherichia coli, to which it provided a resistance of 48-64 μg mL-1 to tetracycline.
POSITIVE	In the present study, a novel green method for the synthesis of platinum nanoparticles (PtNPs) has been developed using bio-derived product-cell lysate supernatant (CLS) from various microorganisms including Gram-negative bacteria: Pseudomonas kunmingensis ADR19, Psychrobacter faecalis FZC6, Vibrio fischeri NRRL B-11177, Gram-positive bacteria: Jeotgalicoccus coquinae ZC15, Sporosarcina psychrophila KC19, Kocuria rosea MN23, genetically engineered bacterium: Pseudomonas putida KT2440 and yeast: Rhodotorula mucilaginosa CCV1.
NEGATIVE	A microbial consortium, comprising Rhizobium sp., Arthrobacter globiformis, Clavibacter xyli, Curtobacterium flaccumfaciens, Bacillus subtilis, Pseudomonas aeruginosa and Bacillus sp., was used to enhance the treatment performance.
NEGATIVE	Herein, we describe the development of a milliliter-output ECL device and its performance characterization with respect to the DNA extraction efficiency for gram-negative  bacteria (Escherichia coli and Salmonella Typhi) and gram-positive bacteria (Enterococcus durans and Bacillus subtilis).
NEGATIVE	In silico Prediction of New Drug Candidates Against the Multidrug-Resistant and Potentially Zoonotic Fish Pathogen Serotype III Streptococcus agalactiae.
NEGATIVE	Streptococcus agalactiae is an invasive multi-host pathogen that causes invasive  diseases mainly in newborns, elderly, and individuals with underlying health complications.
NEGATIVE	In fish, S. agalactiae causes streptococcosis, which is characterized by septicemia and neurological signs, and leads to great economic losses to the fish farming industry worldwide.
NEGATIVE	In the present study, 24 S. agalactiae serotype III complete genomes, isolated from human and fish hosts, were compared.
NEGATIVE	In particular, 11 different LAB species were identified confirming the high frequency of isolation of weissellas, since Weissella confusa and Weissella cibaria constituted 47.8 and 12.4%, respectively, of total LAB isolated.
POSITIVE	[Epub ahead of print]  Multiplex genetic engineering improves endogenous expression of mesophilic α-amylase gene in a wild strain Bacillus amyloliquefaciens 205.
POSITIVE	A wild strain Bacillus amyloliquefaciens 205 was screened for its high activity of α-amylase.
NEGATIVE	This work investigated the effects of chemical additive vanillin (V), homofermentative Lactobacillus plantarum (LP), and heterofermentative Lactobacillus brevis (LB) on the distribution of the metabolome, microbial communities, viruses, and antibiotic-resistance genes in high-moisture corn kernel silage.
NEGATIVE	Production and characterization of low-calorie turanose and digestion-resistant starch by an amylosucrase from Neisseria subflava.
NEGATIVE	This study was intended to produce turanose and resistant starch (RS) using recombinant amylosucrase from Neisseria subflava (NsAS).
NEGATIVE	[Epub ahead of print]  Escherichia fergusonii Harboring IncHI2 Plasmid Containing mcr-1 Gene: A Novel Reservoir for Colistin Resistance in Brazil.
POSITIVE	In this article, we aim to highlight the emergence of Escherichia fergusonii as an important new reservoir to mcr-1-harboring plasmid in poultry production.
POSITIVE	These results will contribute to our understanding of plasmid-mediated mcr-1 gene presence and transmission in E. fergusonii.
NEGATIVE	The partial sequence of pga identified in the fungi showed high identity percentage with penicillin G acylase sequences deposited in NCBI through BLAST, especially with the β subunit of PGA from the Alcaligenes faecalis bacterium¸ which is a region involved in the catalytic function of this protein.
NEGATIVE	Draft Genome Analysis of Christensenella minuta DSM 22607, exhibiting an unusual  expansion of transporter homologs of unknown function.
POSITIVE	Christensenella minuta was first formally described in 2012 as a member of a novel species, genus, and proposed family of Christensenellaceae.
NEGATIVE	C. minuta was later shown in one study to be part of the most heritable taxonomic group in the  human gut microbiome and to be enriched in people with low body mass index (BMI).
NEGATIVE	Mouse work demonstrated that injection of cultured C. minuta into germ-free mice  prevented the onset of obesity after a fecal transplant to the mice from high BMI individuals.
NEGATIVE	Here we describe the genome sequence of C. minuta DSM 22607.
NEGATIVE	These genes may be also involved in quorum sensing which could  potentially relate to the importance of C. minuta in the gut microbiome.
POSITIVE	The ICPP group  had higher GM diversity and was enriched for several GM species, including Ruminococcus gnavus, Ruminococcus callidus, Ruminococcus bromii, Roseburia inulinivorans, Coprococcus eutactus, Clostridium leptum, and Clostridium lactatifermentans, which are known to be associated with obesity and are related  to the production of short-chain fatty acids.
NEGATIVE	Optimization of glutaminase-free L-asparaginase production using mangrove endophytic Lysinibacillus fusiformis B27.
NEGATIVE	Results: The results indicated that the endophytic bacteria Lysinibacillus fusiformis B27 isolated from R. mucronata was a potential producer of glutaminase-free L-asparaginase.
POSITIVE	Conclusions: L. fusiformis B27, isolated from Rhizophora mucronata, can be optimized for L-ASNase enzyme production using optimization factors (L-ASNase, pH, temperature, and inoculum), which can increase L-ASNase enzyme production by approximately three-fold.
NEGATIVE	Methods: Matrices were spiked individually with Staphylococcus aureus, Bacillus subtilis, Pseudomonas aeruginosa, Streptococcus pyogenes, Escherichia coli, Clostridium sporogenes, Propionibacterium acnes, Candida albicans, and Aspergillus brasiliensis.
POSITIVE	Multi-omics approach was adopted to investigate the modulation of bacterial microbiota and metabolome as well as their interactions in whole crop corn ensiling systems by inoculating homofermentative Lactobacillus plantarum or heterofermentative Lactobacillus buchneri.
NEGATIVE	Is Echocardiography Mandatory for All Streptococcus gallolyticus Subsp.
NEGATIVE	Background: Streptococcus gallolyticus, formerly known as one of the Streptococcus bovis group, is frequently associated with endocarditis.
POSITIVE	However, S. gallolyticus subsp.
NEGATIVE	pasteurianus, was found  to be associated with neonatal sepsis and liver diseases and is less commonly associated with endocarditis compared with S. gallolyticus subsp.
NEGATIVE	Our study aimed to identify the risk factors for S. gallolyticus subsp.
NEGATIVE	Methods: In this retrospective cohort study, medical records from all adult patients with S. gallolyticus subsp.
NEGATIVE	Results: During the study period, S. gallolyticus subsp.
POSITIVE	Conclusion: Among patients with S. gallolyticus subsp.
NEGATIVE	Prolinoborus fasciculus CIP 103579T shared 99.8 % 16S rRNA gene sequence similarity with Acinetobacter lwoffii DSM 2403T.
NEGATIVE	It is proposed that the Judicial commission consider (1) that the strain currently deposited as CIP 103579 be recognized as a member of Acinetobacter lwoffii; (2) placing Prolinoborus fasciculus (Pot et al.
NEGATIVE	Here we analyse the activity of a bacterial Argonaute nuclease from Clostridium butyricum (CbAgo) in vivo.
NEGATIVE	Four types of ampC β-lactamase genes (CIT, EBC, FOX, and MOX) were detected in eight isolates: four Enterobacter cloacae isolates and one isolate each of Citrobacter freundii, Enterobacter asburiae, Enterobacter hormaechei, and Enterobacter ludwigii.
NEGATIVE	Detection and characterization of Aeromonas salmonicida subsp.
NEGATIVE	Aeromonas salmonicida is one of the most important pathogens in salmonids and non-salmonids species.
NEGATIVE	Nevertheless, very little was reported in cyprinids about  A. salmonicida infection.
NEGATIVE	Hence, a pathogenic A. salmonicida subsp.
NEGATIVE	This is the first report on typical A. salmonicida infection in cultured crucian carp.
POSITIVE	These species include Neisseria mucosa, Neisseria oralis, and a species unique to macaques.
NEGATIVE	Furthermore, the growth inhibition  of Bacillus altitudinis SYBC hb4 and E. coli by tetracycline antibiotics revealed that the antimicrobial activity was significantly reduced after treatment with the Lac-Q-ABTS system.
NEGATIVE	Oleomonas sagaranensis (350 reads/18593), Staphylococcus caprae (302 reads /18593), and Anaerococcus octavius (110 reads/18593) were among the dominant bacteria in the chlorine-disinfected pool.
NEGATIVE	[Epub ahead of print]  Construction of Genetically Modified Lactococcus lactis Producing Anti-human-CTLA-4 Single-Chain Fragment Variable.
NEGATIVE	The distributions of the bacteria were as follows: Escherichia coli 16 (69.6%), Staphylococcus aureus 2 (8.7%), Klebsiella pneumoniae 2 (8.7%), Enterobacter aerogenes 2 (8.7%) and Pseudomonas species 1 (4.3%).
NEGATIVE	Bacterial wilt of dry beans caused by Curtobacterium flaccumfaciens pv.
NEGATIVE	Bacterial wilt and tan spot of dry beans (family Fabaceae), caused by Curtobacterium flaccumfaciens pv.
NEGATIVE	TAXONOMIC STATUS OF THE PATHOGEN: Bacteria; phylum Actinobacteria; order Actinomycetales; suborder: Micrococcineae; family Microbacteriaceae; genus Curtobacterium; species Curtobacterium flaccumfaciens.
NEGATIVE	Several species identified in this study, such as Bacillus cereus, Burkholderia cepacia,  Comamonas testosteroni and Acinetobacter pittii have been reported as PCBs degraders.
POSITIVE	While the S. pseudopneumoniae clade was relatively well defined in all three analyses, only the core-genome analysis revealed the presence of another cluster comprising a fraction of misID  streptococci and a strain proposed elsewhere as a representative of a novel species in the Mitis group.
POSITIVE	The Fe-type nitrile hydratase from Rhodococcus equi TG328-2 forms an alpha-activator protein complex.
NEGATIVE	An Fe-type nitrile hydratase α(ɛ) protein complex from Rhodococcus equi TG328-2 (ReNHase) was discovered and shown by MALDI-TOF to form a 1:1 complex.
NEGATIVE	The abundance  of L. hilgardii was enriched and the undesirable microorganisms, such as Acetobacter pasteurianus, Paenibacillus amylolyticus and yeasts like Kazachstania humilis, were suppressed in silages treated with LH and LHLP.
NEGATIVE	The present study reports a newly isolated bacterial strain, Ochrobactrum anthropi SH14, utilizing azoxystrobin as a sole carbon source, was isolated from contaminated soils.
POSITIVE	The study presents O. anthropi SH14 for enhanced biodegradation of azoxystrobin and elaborates on the metabolic pathways  to eliminate its residual toxicity from the environment.
NEGATIVE	We observed that the levels of Lactobacillus reuteri and Bifidobacterium pseudolongum were significantly decreased in K. pneumoniae-infected mice.
NEGATIVE	eCollection 2020 Sep.  Corrigendum to "Catalytic, kinetic and thermal properties of free andimmobilized  Bacillus subtilis -MK1 α-amylase on Chitosan-magnetic nanoparticles" [Biotechnol.
